HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458041.80541,2017-10-15.3064401,be,1.78,15.287,11.764,0.009,75.579,0.633,V
2458041.80668,2017-10-15.3077055,be,1.83,15.295,11.726,0.009,78.298,0.623,V
2458044.80196,2017-10-18.3029405,be,1.56,15.293,11.711,0.009,79.356,0.636,V
2458044.80323,2017-10-18.3042202,be,1.46,15.303,11.727,0.009,78.234,0.628,V
2458044.80449,2017-10-18.3054799,be,1.46,15.302,11.711,0.009,79.348,0.624,V
2458045.80643,2017-10-19.3074031,be,1.60,15.310,11.745,0.009,76.936,0.619,V
2458045.80771,2017-10-19.3086908,be,1.65,15.306,11.751,0.009,76.474,0.614,V
2458045.80898,2017-10-19.3099506,be,1.62,15.301,11.756,0.009,76.103,0.621,V
2458046.81471,2017-10-20.3156664,be,1.71,15.334,11.755,0.009,76.223,0.606,V
2458046.81599,2017-10-20.3169425,be,1.65,15.329,11.762,0.009,75.743,0.611,V
2458046.81726,2017-10-20.3182187,be,1.68,15.315,11.769,0.009,75.253,0.615,V
2458047.81527,2017-10-21.3162128,be,1.82,15.295,11.729,0.009,78.042,0.628,V
2458047.81653,2017-10-21.3174734,be,1.71,15.303,11.739,0.008,77.323,0.613,V
2458047.81780,2017-10-21.3187449,be,1.81,15.304,11.725,0.009,78.334,0.628,V
2458062.82017,2017-11-05.3208380,bi,1.67,15.629,12.108,0.010,52.076,0.442,g
2458062.82139,2017-11-05.3220642,bi,1.69,15.406,12.158,0.012,49.764,0.540,g
2458062.82261,2017-11-05.3232868,bi,1.67,15.658,12.142,0.009,50.463,0.411,g
2458063.83192,2017-11-06.3325853,bi,1.65,15.814,12.098,0.007,52.587,0.365,g
2458075.70892,2017-11-18.2093282,be,1.75,15.285,11.720,0.008,78.690,0.624,V
2458075.71019,2017-11-18.2105961,be,1.71,15.304,11.734,0.008,77.652,0.600,V
2458075.71146,2017-11-18.2118629,be,1.66,15.283,11.726,0.008,78.223,0.625,V
2458076.75903,2017-11-19.2594138,be,1.57,15.313,11.740,0.008,77.245,0.604,V
2458076.76029,2017-11-19.2606766,be,1.55,15.314,11.737,0.008,77.506,0.596,V
2458076.76157,2017-11-19.2619546,be,1.54,15.323,11.738,0.008,77.358,0.590,V
2458079.76484,2017-11-22.2651590,be,1.64,15.317,11.725,0.008,78.319,0.606,V
2458079.76611,2017-11-22.2664332,be,1.65,15.305,11.708,0.008,79.563,0.609,V
2458079.76738,2017-11-22.2676980,be,1.60,15.315,11.712,0.008,79.238,0.601,V
2458081.70534,2017-11-24.2056184,be,1.73,15.324,11.784,0.008,74.167,0.598,V
2458081.70660,2017-11-24.2068785,be,1.60,15.326,11.794,0.009,73.508,0.604,V
2458081.70788,2017-11-24.2081478,be,1.65,15.321,11.779,0.008,74.500,0.600,V
2458083.78239,2017-11-26.2826321,be,1.60,15.331,11.718,0.008,78.832,0.593,V
2458083.78367,2017-11-26.2839,be,1.58,15.319,11.711,0.008,79.391,0.603,V
2458083.78493,2017-11-26.2851660,be,1.54,15.328,11.712,0.008,79.270,0.594,V
2458085.68193,2017-11-28.1821137,be,1.48,15.300,11.783,0.009,74.197,0.610,V
2458085.68319,2017-11-28.1833765,be,1.51,15.272,11.773,0.009,74.917,0.627,V
2458085.68448,2017-11-28.1846631,be,1.52,15.299,11.792,0.009,73.625,0.604,V
2458086.83329,2017-11-29.3334540,bi,1.65,16.004,12.116,0.006,51.695,0.310,g
2458086.83450,2017-11-29.3346665,bi,1.62,15.988,12.118,0.006,51.635,0.313,g
2458086.83572,2017-11-29.3358841,bi,1.74,16.013,12.124,0.006,51.347,0.305,g
2458087.56130,2017-11-30.0614400,bm,1.68,15.984,12.102,0.007,52.428,0.323,g
2458087.56249,2017-11-30.0626399,bm,1.59,15.969,12.088,0.006,53.058,0.320,g
2458087.56371,2017-11-30.0638504,bm,1.65,15.985,12.098,0.007,52.538,0.321,g
2458087.81828,2017-11-30.3184208,bi,1.47,16.014,12.086,0.006,53.149,0.310,g
2458087.81950,2017-11-30.3196405,bi,1.47,16.005,12.080,0.006,53.432,0.307,g
2458087.82072,2017-11-30.3208578,bi,1.46,16.034,12.087,0.007,53.115,0.306,g
2458088.72155,2017-12-01.2216706,bi,1.51,15.827,12.112,0.008,51.911,0.371,g
2458088.72277,2017-12-01.2228892,bi,1.49,15.847,12.106,0.008,52.194,0.366,g
2458088.72399,2017-12-01.2241069,bi,1.54,15.868,12.123,0.008,51.401,0.355,g
2458089.71937,2017-12-02.2194635,bi,1.58,15.788,12.169,0.009,49.241,0.381,g
2458089.72058,2017-12-02.2206784,bi,1.47,15.772,12.187,0.009,48.457,0.386,g
2458089.72180,2017-12-02.2218967,bi,1.74,14.623,12.484,0.038,36.849,1.262,g
2458090.74891,2017-12-03.2489853,bi,1.70,15.743,12.132,0.009,50.977,0.394,g
2458090.75013,2017-12-03.2502059,bi,1.70,15.674,12.136,0.009,50.817,0.417,g
2458090.75136,2017-12-03.2514281,bi,1.74,15.676,12.111,0.009,51.936,0.420,g
2458091.69751,2017-12-04.1975644,be,1.61,15.179,11.712,0.010,79.256,0.688,V
2458091.69879,2017-12-04.1988377,be,1.53,15.098,11.714,0.010,79.094,0.737,V
2458092.66250,2017-12-05.1625329,bi,1.57,15.690,12.103,0.009,52.356,0.416,g
2458092.66372,2017-12-05.1637459,bi,1.61,15.752,12.104,0.009,52.297,0.393,g
2458092.66494,2017-12-05.1649678,bi,1.61,15.767,12.101,0.008,52.438,0.389,g
2458094.71445,2017-12-07.2144275,bi,1.46,15.883,12.106,0.008,52.179,0.348,g
2458094.71566,2017-12-07.2156423,bi,1.47,15.911,12.131,0.008,50.991,0.340,g
2458094.71688,2017-12-07.2168657,bi,1.50,15.910,12.135,0.008,50.808,0.341,g
2458094.76335,2017-12-07.2633247,be,1.48,15.331,11.753,0.009,76.369,0.605,V
2458094.76462,2017-12-07.2646012,be,1.44,15.310,11.742,0.008,77.080,0.611,V
2458094.76590,2017-12-07.2658806,be,1.45,15.298,11.755,0.008,76.208,0.603,V
2458095.73036,2017-12-08.2303217,bi,1.46,15.918,12.073,0.007,53.842,0.346,g
2458095.73157,2017-12-08.2315346,bi,1.42,15.929,12.069,0.007,53.982,0.344,g
2458095.73279,2017-12-08.2327525,bi,1.53,15.932,12.078,0.007,53.546,0.337,g
2458096.75627,2017-12-09.2562056,bi,1.47,15.988,12.135,0.007,50.829,0.319,g
2458096.75749,2017-12-09.2574208,bi,1.46,15.993,12.140,0.007,50.566,0.321,g
2458096.75869,2017-12-09.2586358,bi,1.51,15.987,12.136,0.007,50.763,0.326,g
2458097.70238,2017-12-10.2022905,bi,1.58,16.037,12.180,0.006,48.752,0.300,g
2458097.70358,2017-12-10.2034976,bi,1.62,16.056,12.185,0.006,48.539,0.293,g
2458097.70480,2017-12-10.2047170,bi,1.62,16.037,12.178,0.007,48.814,0.303,g
2458097.73058,2017-12-10.2304937,be,1.45,15.351,11.794,0.008,73.534,0.572,V
2458097.73185,2017-12-10.2317640,be,1.44,15.343,11.774,0.008,74.853,0.582,V
2458097.73311,2017-12-10.2330256,be,1.43,15.341,11.787,0.008,74.000,0.587,V
2458099.68948,2017-12-12.1893555,bi,1.55,15.943,12.087,0.006,53.147,0.322,g
2458099.69069,2017-12-12.1905649,bi,1.53,15.960,12.080,0.006,53.456,0.323,g
2458099.69192,2017-12-12.1917847,bi,1.58,15.960,12.097,0.007,52.632,0.329,g
2458101.65910,2017-12-14.1589201,bi,1.50,16.036,12.190,0.006,48.336,0.297,g
2458101.66032,2017-12-14.1601398,bi,1.51,16.033,12.175,0.007,48.973,0.307,g
2458101.66152,2017-12-14.1613445,bi,1.56,16.052,12.189,0.007,48.325,0.299,g
2458103.65319,2017-12-16.1529734,bi,1.47,15.973,12.074,0.007,53.733,0.328,g
2458103.65441,2017-12-16.1541958,bi,1.47,15.962,12.082,0.007,53.337,0.326,g
2458103.65563,2017-12-16.1554089,bi,1.52,15.973,12.082,0.007,53.346,0.331,g
2458106.76584,2017-12-19.2655520,be,1.41,15.327,11.738,0.008,77.414,0.598,V
2458106.76711,2017-12-19.2668184,be,1.43,15.322,11.743,0.008,77.050,0.593,V
2458106.76837,2017-12-19.2680827,be,1.41,15.339,11.740,0.008,77.287,0.591,V
2458107.53538,2017-12-20.0350803,bm,1.66,15.955,12.094,0.007,52.774,0.327,g
2458107.53661,2017-12-20.0362994,bm,1.66,15.958,12.080,0.007,53.419,0.333,g
2458107.53781,2017-12-20.0375065,bm,1.62,15.947,12.086,0.007,53.185,0.329,g
2458109.70178,2017-12-22.2014260,be,1.44,15.340,11.793,0.009,73.557,0.597,V
2458109.70337,2017-12-22.2030186,be,1.45,15.351,11.798,0.008,73.270,0.587,V
2458109.70496,2017-12-22.2046041,be,1.44,15.357,11.811,0.008,72.378,0.573,V
2458114.52939,2017-12-27.0289325,bm,1.59,15.996,12.117,0.007,51.637,0.315,g
2458114.53061,2017-12-27.0301502,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2458114.53183,2017-12-27.0313746,bm,1.55,15.996,12.126,0.007,51.244,0.315,g
2458115.44432,2017-12-27.9438462,bm,1.58,15.963,12.108,0.006,52.091,0.317,g
2458115.44554,2017-12-27.9450643,bm,1.53,15.980,12.106,0.007,52.209,0.320,g
2458115.44676,2017-12-27.9462829,bm,1.53,15.961,12.096,0.007,52.695,0.329,g
2458116.51909,2017-12-29.0185885,bm,1.61,15.982,12.154,0.007,49.904,0.325,g
2458116.52037,2017-12-29.0198656,bm,1.66,15.985,12.145,0.007,50.380,0.316,g
2458116.52159,2017-12-29.0210863,bm,1.64,15.987,12.168,0.007,49.312,0.316,g
2458118.43250,2017-12-30.9319662,bm,1.59,15.878,12.139,0.008,50.624,0.351,g
2458118.43371,2017-12-30.9331719,bm,1.57,15.906,12.134,0.008,50.904,0.344,g
2458118.43492,2017-12-30.9343868,bm,1.53,15.942,12.124,0.007,51.354,0.335,g
2458118.67452,2017-12-31.1739766,be,1.47,15.270,11.747,0.008,76.753,0.627,V
2458118.67602,2017-12-31.1754887,be,1.49,15.195,11.737,0.009,77.506,0.668,V
2458118.67755,2017-12-31.1770189,be,1.46,15.227,11.744,0.010,76.969,0.661,V
2458119.67488,2018-01-01.1743136,be,1.54,15.187,11.715,0.009,79.067,0.668,V
2458119.67637,2018-01-01.1758054,be,1.59,15.149,11.720,0.009,78.740,0.699,V
2458119.67787,2018-01-01.1773024,be,1.60,15.166,11.728,0.009,78.113,0.691,V
2458120.49520,2018-01-01.9946184,bm,2.10,15.547,12.143,0.009,50.429,0.461,g
2458120.49641,2018-01-01.9958268,bm,2.08,15.677,12.124,0.009,51.315,0.415,g
2458120.49762,2018-01-01.9970363,bm,2.08,15.481,12.144,0.011,50.415,0.490,g
2458121.51213,2018-01-03.0115246,bm,1.53,15.872,12.173,0.008,49.092,0.351,g
2458121.51335,2018-01-03.0127423,bm,1.64,15.799,12.173,0.009,49.040,0.372,g
2458121.51457,2018-01-03.0139701,bm,1.62,15.827,12.167,0.008,49.353,0.367,g
2458121.75902,2018-01-03.2584167,be,1.58,15.180,11.776,0.009,74.703,0.679,V
2458121.76049,2018-01-03.2598864,be,1.53,15.198,11.769,0.010,75.265,0.684,V
2458121.76199,2018-01-03.2613835,be,1.57,15.185,11.785,0.010,74.108,0.677,V
2458122.52320,2018-01-04.0225832,bm,1.62,15.815,12.112,0.008,51.931,0.368,g
2458122.52443,2018-01-04.0238093,bm,1.67,15.825,12.106,0.008,52.169,0.371,g
2458122.52564,2018-01-04.0250310,bm,1.62,15.775,12.131,0.009,51.045,0.386,g
2458123.54656,2018-01-05.0459237,bm,1.65,15.857,12.083,0.008,53.309,0.360,g
2458123.54777,2018-01-05.0471306,bm,1.61,15.830,12.084,0.008,53.298,0.367,g
2458123.54904,2018-01-05.0483939,bm,1.63,15.846,12.068,0.008,54.070,0.367,g
2458124.56855,2018-01-06.0678910,bm,2.04,15.875,12.162,0.008,49.576,0.349,g
2458124.56977,2018-01-06.0691075,bm,1.64,15.897,12.165,0.008,49.429,0.342,g
2458124.57098,2018-01-06.0703253,bm,1.65,15.898,12.156,0.008,49.855,0.351,g
2458137.40040,2018-01-18.8995087,bm,1.56,15.430,12.145,0.012,50.330,0.533,g
2458137.40169,2018-01-18.9007942,bm,1.53,15.619,12.191,0.010,48.267,0.435,g
2458137.40289,2018-01-18.9020003,bm,1.55,15.647,12.174,0.009,49.004,0.421,g
2458140.41873,2018-01-21.9177935,bm,1.47,14.687,12.253,0.024,45.593,1.009,g
2458140.41994,2018-01-21.9189995,bm,1.50,14.062,12.372,0.051,40.830,1.925,g
2458140.42115,2018-01-21.9202077,bm,1.42,99.990,99.990,99.990,99.990,99.990,g
2458141.56670,2018-01-23.0657429,bi,1.57,15.973,12.138,0.007,50.691,0.325,g
2458141.56792,2018-01-23.0669638,bi,1.53,15.955,12.140,0.006,50.613,0.320,g
2458141.56914,2018-01-23.0681905,bi,1.55,15.978,12.144,0.007,50.428,0.321,g
2458142.66637,2018-01-24.1653951,bi,1.49,15.966,12.068,0.006,54.035,0.321,g
2458142.66759,2018-01-24.1666123,bi,1.44,15.960,12.083,0.007,53.315,0.324,g
2458142.66881,2018-01-24.1678324,bi,1.52,15.974,12.070,0.007,53.942,0.324,g
2458143.68868,2018-01-25.1876928,bi,1.42,15.974,12.126,0.007,51.237,0.322,g
2458143.68991,2018-01-25.1889163,bi,1.49,15.970,12.129,0.007,51.116,0.327,g
2458143.69113,2018-01-25.1901337,bi,1.43,15.969,12.142,0.007,50.496,0.325,g
2458151.28972,2018-02-01.7886319,bm,1.75,15.905,12.204,0.007,47.673,0.334,g
2458151.29109,2018-02-01.7899986,bm,1.76,15.899,12.201,0.008,47.824,0.339,g
2458151.29230,2018-02-01.7912085,bm,1.71,15.904,12.196,0.008,48.075,0.344,g
2458152.32565,2018-02-02.8245525,bm,1.56,15.894,12.154,0.008,49.945,0.345,g
2458152.32687,2018-02-02.8257700,bm,1.54,15.909,12.158,0.007,49.780,0.335,g
2458152.32809,2018-02-02.8269868,bm,1.61,15.877,12.156,0.008,49.828,0.349,g
2458153.36839,2018-02-03.8672771,bm,1.60,15.939,12.150,0.008,50.143,0.336,g
2458153.36959,2018-02-03.8684841,bm,1.47,15.962,12.156,0.008,49.845,0.324,g
2458153.37081,2018-02-03.8696912,bm,1.49,15.931,12.144,0.008,50.400,0.337,g
2458154.40512,2018-02-04.9039954,bm,1.48,15.924,12.098,0.006,52.592,0.332,g
2458154.40633,2018-02-04.9052097,bm,1.50,15.929,12.082,0.007,53.373,0.341,g
2458154.40755,2018-02-04.9064246,bm,1.50,15.921,12.074,0.007,53.766,0.342,g
2458155.48605,2018-02-05.9849168,bm,1.56,15.956,12.143,0.007,50.427,0.327,g
2458155.48726,2018-02-05.9861309,bm,1.52,15.950,12.144,0.008,50.388,0.331,g
2458155.48848,2018-02-05.9873527,bm,1.54,15.963,12.143,0.007,50.433,0.330,g
2458156.49154,2018-02-06.9903969,bm,1.59,15.941,12.174,0.007,49.012,0.328,g
2458157.46992,2018-02-07.9687625,bm,1.50,15.953,12.151,0.008,50.048,0.336,g
2458157.47113,2018-02-07.9699725,bm,1.55,15.936,12.136,0.008,50.785,0.337,g
2458157.47234,2018-02-07.9711870,bm,1.53,15.940,12.139,0.008,50.641,0.331,g
2458157.67606,2018-02-08.1749024,be,1.48,15.311,11.750,0.009,76.551,0.613,V
2458157.67733,2018-02-08.1761677,be,1.46,15.320,11.756,0.009,76.088,0.610,V
2458157.67859,2018-02-08.1774334,be,1.54,15.319,11.759,0.008,75.883,0.597,V
2458158.46214,2018-02-08.9609774,bm,1.50,15.018,12.083,0.017,53.346,0.798,g
2458158.46337,2018-02-08.9622085,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458158.46460,2018-02-08.9634320,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458158.60713,2018-02-09.1059554,be,1.44,15.289,11.721,0.009,78.632,0.625,V
2458158.60840,2018-02-09.1072305,be,1.43,15.292,11.712,0.008,79.327,0.619,V
2458158.60968,2018-02-09.1085099,be,1.43,15.291,11.726,0.008,78.232,0.611,V
2458160.44960,2018-02-10.9484156,bm,1.47,15.213,12.175,0.014,48.985,0.629,g
2458160.45087,2018-02-10.9496875,bm,1.44,15.016,12.179,0.017,48.789,0.750,g
2458160.45218,2018-02-10.9509870,bm,1.56,15.165,12.177,0.014,48.875,0.646,g
2458160.76136,2018-02-11.2601677,be,1.43,15.304,11.801,0.009,73.039,0.606,V
2458160.76263,2018-02-11.2614381,be,1.44,15.313,11.790,0.008,73.787,0.600,V
2458160.76390,2018-02-11.2627120,be,1.43,15.290,11.782,0.009,74.337,0.611,V
2458162.62682,2018-02-13.1256182,be,1.48,15.282,11.714,0.009,79.131,0.629,V
2458162.62808,2018-02-13.1268819,be,1.43,15.290,11.734,0.008,77.676,0.618,V
2458162.62936,2018-02-13.1281552,be,1.44,15.277,11.714,0.008,79.149,0.620,V
2458163.37999,2018-02-13.8787781,bm,2.37,99.990,99.990,99.990,99.990,99.990,g
2458164.62552,2018-02-15.1243072,be,1.38,15.298,11.779,0.009,74.559,0.611,V
2458164.62681,2018-02-15.1255873,be,1.44,15.308,11.786,0.008,74.041,0.609,V
2458164.62808,2018-02-15.1268640,be,1.40,15.310,11.789,0.008,73.797,0.604,V
2458165.36638,2018-02-15.8651540,bm,1.63,99.990,99.990,99.990,99.990,99.990,g
2458165.36760,2018-02-15.8663730,bm,1.71,15.976,12.138,0.007,50.651,0.321,g
2458165.36882,2018-02-15.8675996,bm,1.70,15.972,12.140,0.007,50.586,0.325,g
2458166.40067,2018-02-16.8994401,bm,1.55,15.938,12.103,0.007,52.329,0.335,g
2458166.40189,2018-02-16.9006587,bm,1.57,15.938,12.085,0.007,53.190,0.331,g
2458166.40310,2018-02-16.901875,bm,1.53,15.939,12.088,0.007,53.072,0.331,g
2458166.72232,2018-02-17.2210819,bi,1.45,15.941,12.114,0.007,51.826,0.336,g
2458166.72354,2018-02-17.2223099,bi,1.47,15.941,12.105,0.007,52.222,0.336,g
2458166.72476,2018-02-17.2235319,bi,1.46,15.962,12.135,0.007,50.831,0.331,g
2458167.39606,2018-02-17.8948215,bm,2.07,15.962,12.158,0.007,49.748,0.319,g
2458167.39727,2018-02-17.8960361,bm,2.06,99.990,99.990,99.990,99.990,99.990,g
2458167.39848,2018-02-17.8972421,bm,2.08,15.975,12.158,0.007,49.729,0.318,g
2458168.39891,2018-02-18.8976680,bm,1.97,15.938,12.168,0.007,49.295,0.326,g
2458168.40014,2018-02-18.8988988,bm,1.62,15.932,12.157,0.008,49.818,0.335,g
2458168.40134,2018-02-18.9001015,bm,1.96,15.921,12.144,0.008,50.393,0.337,g
2458168.51805,2018-02-19.0168063,be,1.39,15.242,11.770,0.009,75.136,0.648,V
2458168.51933,2018-02-19.0180831,be,1.39,15.254,11.774,0.009,74.919,0.633,V
2458168.52060,2018-02-19.0193487,be,1.43,15.259,11.776,0.009,74.732,0.633,V
2458170.38639,2018-02-20.8851418,bm,1.46,15.910,12.073,0.007,53.826,0.341,g
2458170.38759,2018-02-20.8863489,bm,1.57,15.923,12.104,0.007,52.265,0.352,g
2458170.38881,2018-02-20.8875572,bm,1.55,15.916,12.081,0.007,53.402,0.340,g
2458170.78784,2018-02-21.2865793,bi,1.47,15.895,12.140,0.008,50.608,0.346,g
2458170.78906,2018-02-21.2878011,bi,1.45,15.875,12.130,0.007,51.058,0.348,g
2458170.79027,2018-02-21.2890179,bi,1.52,15.904,12.148,0.008,50.229,0.347,g
2458171.66877,2018-02-22.1675144,bi,1.50,15.944,12.181,0.008,48.675,0.329,g
2458171.66999,2018-02-22.1687317,bi,1.46,15.939,12.179,0.007,48.797,0.328,g
2458171.67121,2018-02-22.1699495,bi,1.48,15.948,12.173,0.008,49.078,0.332,g
2458173.59583,2018-02-24.0945648,be,1.45,15.281,11.724,0.008,78.453,0.623,V
2458173.59711,2018-02-24.0958409,be,1.49,15.274,11.729,0.008,78.062,0.618,V
2458173.59837,2018-02-24.0971035,be,1.45,15.262,11.735,0.008,77.600,0.627,V
2458174.75123,2018-02-25.2499568,be,1.45,15.295,11.761,0.008,75.778,0.609,V
2458174.75250,2018-02-25.2512312,be,1.45,15.273,11.751,0.008,76.464,0.629,V
2458174.75378,2018-02-25.2525065,be,1.45,15.276,11.739,0.008,77.272,0.621,V
2458175.70487,2018-02-26.2035890,bi,1.49,15.849,12.188,0.008,48.412,0.362,g
2458175.70608,2018-02-26.2048100,bi,1.55,15.878,12.170,0.008,49.188,0.355,g
2458175.70731,2018-02-26.2060321,bi,1.52,15.833,12.190,0.009,48.301,0.368,g
2458176.62337,2018-02-27.1220952,be,1.51,15.225,11.783,0.009,74.267,0.655,V
2458176.62466,2018-02-27.1233815,be,1.48,15.215,11.778,0.009,74.579,0.657,V
2458176.62593,2018-02-27.1246535,be,1.54,15.212,11.767,0.009,75.335,0.657,V
2458178.66684,2018-03-01.1655564,bi,1.48,15.611,12.108,0.010,52.110,0.443,g
2458178.66806,2018-03-01.1667761,bi,1.47,15.575,12.125,0.010,51.285,0.461,g
2458178.66928,2018-03-01.1679923,bi,1.43,15.611,12.147,0.010,50.273,0.448,g
2458180.76048,2018-03-03.2591942,bi,1.51,15.427,12.155,0.012,49.880,0.526,g
2458180.76169,2018-03-03.2604111,bi,1.59,15.392,12.180,0.012,48.758,0.540,g
2458180.76291,2018-03-03.2616282,bi,1.48,15.445,12.134,0.011,50.891,0.523,g
2458181.72954,2018-03-04.2282534,bi,1.46,15.697,12.075,0.009,53.673,0.420,g
2458181.73076,2018-03-04.2294708,bi,1.57,15.652,12.109,0.009,52.056,0.430,g
2458181.73197,2018-03-04.2306891,bi,1.52,15.718,12.083,0.009,53.295,0.415,g
2458182.73269,2018-03-05.2314129,bi,1.56,15.786,12.155,0.009,49.877,0.390,g
2458182.73392,2018-03-05.2326317,bi,1.52,15.737,12.175,0.009,48.970,0.404,g
2458182.73514,2018-03-05.2338515,bi,1.47,15.737,12.173,0.009,49.091,0.405,g
2458183.31596,2018-03-05.8146700,bm,1.47,15.761,12.179,0.008,48.767,0.376,g
2458183.31718,2018-03-05.8158901,bm,1.50,15.875,12.171,0.008,49.162,0.347,g
2458183.31840,2018-03-05.8171089,bm,1.52,15.944,12.186,0.008,48.488,0.328,g
2458183.69596,2018-03-06.1946738,bi,1.54,15.824,12.192,0.009,48.237,0.371,g
2458183.69718,2018-03-06.1958924,bi,1.45,15.807,12.156,0.009,49.861,0.385,g
2458183.69840,2018-03-06.1971087,bi,1.50,15.764,12.177,0.009,48.850,0.389,g
2458184.29725,2018-03-06.7959686,bm,1.56,15.993,12.149,0.007,50.167,0.318,g
2458184.29847,2018-03-06.7971853,bm,1.51,15.979,12.163,0.007,49.507,0.318,g
2458184.29968,2018-03-06.7983940,bm,1.51,15.976,12.141,0.007,50.553,0.324,g
2458184.75324,2018-03-07.2519489,bi,1.54,15.734,12.157,0.009,49.789,0.399,g
2458184.75446,2018-03-07.2531671,bi,1.54,15.715,12.139,0.009,50.651,0.406,g
2458184.75568,2018-03-07.2543910,bi,1.53,15.723,12.134,0.009,50.871,0.406,g
2458185.31936,2018-03-07.8180677,bm,1.55,15.848,12.096,0.008,52.651,0.364,g
2458185.32058,2018-03-07.8192869,bm,1.57,15.936,12.114,0.007,51.839,0.333,g
2458185.32179,2018-03-07.8205040,bm,1.51,15.945,12.109,0.007,52.054,0.331,g
2458185.56368,2018-03-08.0623958,bi,1.44,15.928,12.093,0.007,52.804,0.340,g
2458185.56489,2018-03-08.0636119,bi,1.46,15.919,12.087,0.007,53.143,0.347,g
2458185.56611,2018-03-08.0648304,bi,1.41,15.911,12.091,0.007,52.881,0.338,g
2458185.74509,2018-03-08.2438060,bi,1.58,15.685,12.112,0.009,51.886,0.421,g
2458185.74631,2018-03-08.2450303,bi,1.51,15.694,12.113,0.009,51.879,0.421,g
2458185.74753,2018-03-08.2462476,bi,1.60,15.705,12.084,0.009,53.289,0.419,g
2458186.34342,2018-03-08.8421320,bm,2.08,15.878,12.111,0.008,51.976,0.352,g
2458186.34463,2018-03-08.8433498,bm,2.23,99.990,99.990,99.990,99.990,99.990,g
2458186.34585,2018-03-08.8445689,bm,2.13,99.990,99.990,99.990,99.990,99.990,g
2458186.55998,2018-03-09.0586910,bi,1.44,15.930,12.136,0.007,50.742,0.330,g
2458186.56119,2018-03-09.0599072,bi,1.52,15.918,12.120,0.008,51.540,0.345,g
2458186.56241,2018-03-09.0611256,bi,1.48,15.929,12.140,0.007,50.595,0.331,g
2458186.73348,2018-03-09.2321965,bi,1.61,15.840,12.166,0.008,49.382,0.364,g
2458186.73471,2018-03-09.2334282,bi,1.50,15.822,12.165,0.008,49.454,0.367,g
2458186.73593,2018-03-09.2346459,bi,1.59,15.807,12.158,0.009,49.743,0.374,g
2458187.34696,2018-03-09.8456784,bm,2.10,99.990,99.990,99.990,99.990,99.990,g
2458187.34818,2018-03-09.8468938,bm,2.09,15.409,12.212,0.013,47.330,0.567,g
2458187.34939,2018-03-09.8481086,bm,2.07,15.707,12.180,0.011,48.773,0.517,g
2458187.72957,2018-03-10.2282872,bi,1.49,15.895,12.167,0.008,49.334,0.347,g
2458187.73080,2018-03-10.2295174,bi,1.45,15.889,12.160,0.008,49.641,0.346,g
2458187.73204,2018-03-10.2307526,bi,1.49,15.871,12.191,0.008,48.289,0.356,g
2458189.73791,2018-03-12.2366366,bi,1.42,15.895,12.105,0.008,52.254,0.355,g
2458189.73914,2018-03-12.2378644,bi,1.46,15.878,12.098,0.008,52.561,0.359,g
2458189.74036,2018-03-12.2390836,bi,1.42,15.886,12.101,0.008,52.456,0.359,g
2458190.35901,2018-03-12.8577380,bm,2.18,15.939,12.116,0.007,51.735,0.330,g
2458190.36024,2018-03-12.8589591,bm,2.16,15.947,12.129,0.007,51.093,0.335,g
2458190.36145,2018-03-12.8601721,bm,2.15,15.930,12.107,0.007,52.150,0.336,g
2458190.65756,2018-03-13.1562814,be,1.46,15.289,11.771,0.010,75.053,0.625,V
2458190.65883,2018-03-13.1575495,be,1.40,15.303,11.780,0.008,74.482,0.611,V
2458190.66011,2018-03-13.1588296,be,1.38,15.270,11.746,0.008,76.830,0.631,V
2458191.62526,2018-03-14.1239844,bi,1.49,15.946,12.184,0.008,48.562,0.333,g
2458191.62648,2018-03-14.1252020,bi,1.47,15.940,12.178,0.008,48.848,0.337,g
2458191.62770,2018-03-14.1264229,bi,1.44,15.928,12.183,0.008,48.652,0.335,g
2458192.35175,2018-03-14.8504811,bm,1.47,15.964,12.145,0.007,50.349,0.323,g
2458192.35305,2018-03-14.8517775,bm,1.53,15.968,12.145,0.007,50.362,0.323,g
2458192.35427,2018-03-14.8529974,bm,1.55,15.963,12.139,0.007,50.614,0.327,g
